Event Date,App Apple ID,Subscription Name,Standard Subscription Duration,Promotional Offer Name,Promotional Offer ID,Subscription Offer Type,Subscription Offer Duration,Marketing Opt-In Duration,Customer Currency,Proceeds Currency,Device,Country,Subscriber ID,Subscriber ID Reset,Refund,Purchase Date,Units
2019-07-18,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766111,NULL,NULL,NULL,1
2019-07-18,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766144,NULL,NULL,NULL,1
2019-07-18,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766169,NULL,NULL,NULL,1
2019-07-18,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766182,NULL,NULL,NULL,1
2019-07-18,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766198,NULL,NULL,NULL,1
2019-07-18,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766265,NULL,NULL,NULL,1
2019-07-18,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766266,NULL,NULL,NULL,1
2019-07-18,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766305,NULL,NULL,NULL,1
2019-07-18,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766370,NULL,NULL,NULL,1
2019-07-19,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766396,NULL,NULL,NULL,1
2019-07-19,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766401,NULL,NULL,NULL,1
2019-07-19,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766462,NULL,NULL,NULL,1
2019-07-19,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766505,NULL,NULL,NULL,1
2019-07-19,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766542,NULL,NULL,NULL,1
2019-07-19,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766557,NULL,NULL,NULL,1
2019-07-20,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456766719,NULL,NULL,NULL,1
2019-07-22,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765433,NULL,NULL,NULL,1
2019-07-22,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765532,NULL,NULL,NULL,1
2019-07-22,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765550,Yes,NULL,NULL,1
2019-07-23,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765833,NULL,NULL,NULL,1
2019-07-24,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765691,NULL,NULL,NULL,1
2019-07-25,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456766029,NULL,NULL,NULL,1
2019-07-25,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456766071,NULL,NULL,NULL,1
2019-07-25,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456766111,NULL,NULL,NULL,1
2019-07-26,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456766396,NULL,NULL,NULL,1
2019-07-26,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456766401,NULL,NULL,NULL,1
2019-07-27,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456766719,NULL,NULL,NULL,1
2019-07-29,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765433,NULL,NULL,NULL,1
2019-07-29,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765532,NULL,NULL,NULL,1
2019-07-29,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765550,Yes,NULL,NULL,1
2019-07-30,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765833,NULL,NULL,NULL,1
2019-07-31,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765691,NULL,NULL,NULL,1
2019-08-01,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456766029,NULL,NULL,NULL,1
2019-08-02,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456766396,NULL,NULL,NULL,1
2019-08-02,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456766401,NULL,NULL,NULL,1
2019-08-05,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765433,NULL,NULL,NULL,1
2019-08-05,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765532,NULL,NULL,NULL,1
2019-08-07,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765833,NULL,NULL,NULL,1
2019-08-08,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456766029,NULL,NULL,NULL,1
2019-08-12,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765433,NULL,NULL,NULL,1
2019-08-14,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765833,NULL,NULL,NULL,1
2019-08-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456766029,NULL,NULL,NULL,1
2019-08-19,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765433,NULL,NULL,NULL,1
2019-08-21,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,NULL,NULL,NULL,IDR,IDR,iPhone,ID,223411322456765833,NULL,NULL,NULL,1
