Subscriber ID,subscriptions,registration
223411322456765551,3,2019-07-29
223411322456765552,3,2019-07-29
223411322456765553,3,2019-07-29
223411322456765554,3,2019-07-29
223411322456765555,3,2019-07-29
223411322456765556,3,2019-07-29
223411322456765557,3,2019-07-29
223411322456765558,3,2019-07-29
223411322456765559,3,2019-07-29
223411322456765560,3,2019-07-29
223411322456765562,3,2019-07-29
223411322456765563,3,2019-07-29
223411322456765564,2,2019-07-22
223411322456765565,2,2019-07-22
223411322456765566,2,2019-07-22
223411322456765567,2,2019-07-22
223411322456765568,2,2019-07-22
223411322456765570,2,2019-07-22
223411322456765571,2,2019-07-22
223411322456765572,2,2019-07-22
223411322456765573,2,2019-07-22
223411322456765576,2,2019-07-22
223411322456765577,2,2019-07-22
223411322456765579,2,2019-07-22
223411322456765580,2,2019-07-22
223411322456765581,2,2019-07-22
223411322456765582,2,2019-07-22
223411322456765584,2,2019-07-22
223411322456765585,2,2019-07-22
223411322456765586,1,2019-07-15
223411322456765589,1,2019-07-15
223411322456765592,1,2019-07-15
223411322456765593,1,2019-07-15
223411322456765594,1,2019-07-15
223411322456765595,1,2019-07-15
223411322456765601,1,2019-07-15
223411322456765602,1,2019-07-15
223411322456765605,1,2019-07-15
223411322456765606,1,2019-07-15
223411322456765607,1,2019-07-15
223411322456765608,1,2019-07-15
223411322456765610,1,2019-07-15
223411322456765611,1,2019-07-15
223411322456765612,1,2019-07-15
223411322456765614,1,2019-07-15
223411322456765618,1,2019-07-15
223411322456765619,1,2019-07-15
223411322456765620,1,2019-07-15
223411322456765622,1,2019-07-15
223411322456765623,1,2019-07-15
223411322456765625,1,2019-07-15
223411322456765628,1,2019-07-15
223411322456765629,1,2019-07-15
223411322456765631,1,2019-07-15
223411322456765632,1,2019-07-15
223411322456765633,1,2019-07-15
223411322456765636,1,2019-07-15
223411322456765637,1,2019-07-15
223411322456765643,1,2019-07-15
223411322456765645,1,2019-07-15
223411322456765648,1,2019-07-15
223411322456765650,6,2019-08-21
223411322456765651,6,2019-08-21
223411322456765652,6,2019-08-21
223411322456765653,6,2019-08-21
223411322456765655,6,2019-08-21
223411322456765658,6,2019-08-21
223411322456765659,6,2019-08-21
223411322456765660,6,2019-08-21
223411322456765662,6,2019-08-21
223411322456765663,6,2019-08-21
223411322456765664,5,2019-08-14
223411322456765665,5,2019-08-14
223411322456765666,5,2019-08-14
223411322456765667,5,2019-08-14
223411322456765668,5,2019-08-14
223411322456765669,4,2019-08-07
223411322456765671,4,2019-08-07
223411322456765672,4,2019-08-07
223411322456765673,4,2019-08-07
223411322456765674,4,2019-08-07
223411322456765675,4,2019-08-07
223411322456765676,4,2019-08-07
223411322456765677,4,2019-08-07
223411322456765678,4,2019-08-07
223411322456765680,4,2019-08-07
223411322456765681,4,2019-08-07
223411322456765682,4,2019-08-07
223411322456765683,3,2019-07-31
223411322456765684,3,2019-07-31
223411322456765685,3,2019-07-31
223411322456765686,3,2019-07-31
223411322456765688,3,2019-07-31
223411322456765691,3,2019-07-31
223411322456765692,3,2019-07-31
223411322456765695,3,2019-07-31
223411322456765698,3,2019-07-31
223411322456765699,2,2019-07-24
223411322456765700,2,2019-07-24
223411322456765704,2,2019-07-24
223411322456765705,2,2019-07-24
223411322456765707,2,2019-07-24
223411322456765708,2,2019-07-24
223411322456765710,2,2019-07-24
223411322456765711,2,2019-07-24
223411322456765712,2,2019-07-24
223411322456765713,2,2019-07-24
223411322456765715,2,2019-07-24
223411322456765716,2,2019-07-24
223411322456765718,2,2019-07-24
223411322456765719,1,2019-07-17
223411322456765720,1,2019-07-17
223411322456765721,1,2019-07-17
223411322456765722,1,2019-07-17
223411322456765724,1,2019-07-17
223411322456765726,1,2019-07-17
223411322456765727,1,2019-07-17
223411322456765729,1,2019-07-17
223411322456765730,1,2019-07-17
223411322456765734,1,2019-07-17
223411322456765735,1,2019-07-17
223411322456765736,1,2019-07-17
223411322456765737,1,2019-07-17
223411322456765738,1,2019-07-17
223411322456765740,1,2019-07-17
223411322456765741,1,2019-07-17
223411322456765742,1,2019-07-17
223411322456765743,1,2019-07-17
223411322456765744,1,2019-07-17
223411322456765745,1,2019-07-17
223411322456765749,1,2019-07-17
223411322456765751,1,2019-07-17
223411322456765752,1,2019-07-17
223411322456765753,1,2019-07-17
223411322456765754,1,2019-07-17
223411322456765755,1,2019-07-17
223411322456765756,1,2019-07-17
223411322456765757,1,2019-07-17
223411322456765758,1,2019-07-17
223411322456765759,1,2019-07-17
223411322456765760,1,2019-07-17
223411322456765763,1,2019-07-17
223411322456765764,1,2019-07-17
223411322456765765,1,2019-07-17
223411322456765766,1,2019-07-17
223411322456765767,1,2019-07-17
223411322456765768,1,2019-07-17
223411322456765769,1,2019-07-17
223411322456765770,1,2019-07-17
223411322456765771,1,2019-07-17
223411322456765772,1,2019-07-17
223411322456765773,1,2019-07-17
223411322456765774,1,2019-07-17
223411322456765775,1,2019-07-17
223411322456765776,1,2019-07-17
223411322456765777,1,2019-07-17
223411322456765780,1,2019-07-17
223411322456765781,1,2019-07-17
223411322456765782,1,2019-07-17
223411322456765784,1,2019-07-17
223411322456765785,1,2019-07-17
223411322456765786,1,2019-07-17
223411322456765790,1,2019-07-17
223411322456765791,1,2019-07-17
223411322456765792,1,2019-07-17
223411322456765793,1,2019-07-17
223411322456765794,1,2019-07-17
223411322456765795,1,2019-07-17
223411322456765796,1,2019-07-17
223411322456765797,1,2019-07-17
223411322456765799,1,2019-07-17
223411322456765800,1,2019-07-17
223411322456765801,1,2019-07-17
223411322456765804,1,2019-07-17
223411322456765805,1,2019-07-17
223411322456765807,1,2019-07-17
223411322456765808,1,2019-07-17
223411322456765810,1,2019-07-17
223411322456765812,1,2019-07-17
223411322456765814,1,2019-07-17
223411322456765815,1,2019-07-17
223411322456765816,1,2019-07-17
223411322456765817,1,2019-07-17
223411322456765819,1,2019-07-17
223411322456765820,1,2019-07-17
223411322456765821,1,2019-07-17
223411322456765823,1,2019-07-17
223411322456765826,1,2019-07-17
223411322456765827,6,2019-08-21
223411322456765829,6,2019-08-21
223411322456765832,6,2019-08-21
223411322456765833,6,2019-08-21
223411322456765834,6,2019-08-21
223411322456765835,6,2019-08-21
223411322456765836,6,2019-08-21
223411322456765838,6,2019-08-21
223411322456765842,6,2019-08-21
223411322456765843,6,2019-08-21
223411322456765844,6,2019-08-21
223411322456765848,6,2019-08-21
223411322456765850,5,2019-08-14
223411322456765851,5,2019-08-14
223411322456765855,5,2019-08-14
223411322456765856,5,2019-08-14
223411322456765858,5,2019-08-14
223411322456765859,5,2019-08-14
223411322456765860,5,2019-08-14
223411322456765862,5,2019-08-14
223411322456765863,4,2019-08-07
223411322456765864,4,2019-08-07
223411322456765867,4,2019-08-07
223411322456765868,4,2019-08-07
223411322456765869,4,2019-08-07
223411322456765870,4,2019-08-07
223411322456765871,4,2019-08-07
223411322456765872,4,2019-08-07
223411322456765875,4,2019-08-07
223411322456765876,4,2019-08-07
223411322456765878,4,2019-08-07
223411322456765879,3,2019-07-30
223411322456765880,3,2019-07-30
223411322456765882,3,2019-07-30
223411322456765884,3,2019-07-30
223411322456765886,3,2019-07-30
223411322456765887,3,2019-07-30
223411322456765888,3,2019-07-30
223411322456765889,3,2019-07-30
223411322456765890,3,2019-07-30
223411322456765891,3,2019-07-30
223411322456765892,3,2019-07-30
223411322456765893,3,2019-07-30
223411322456765896,3,2019-07-30
223411322456765897,3,2019-07-30
223411322456765898,3,2019-07-30
223411322456765899,3,2019-07-30
223411322456765904,3,2019-07-30
223411322456765907,3,2019-07-30
223411322456765908,3,2019-07-30
223411322456765909,3,2019-07-30
223411322456765910,3,2019-07-30
223411322456765912,3,2019-07-30
223411322456765913,3,2019-07-30
223411322456765914,2,2019-07-23
223411322456765915,2,2019-07-23
223411322456765917,2,2019-07-23
223411322456765918,2,2019-07-23
223411322456765919,2,2019-07-23
223411322456765920,2,2019-07-23
223411322456765921,2,2019-07-23
223411322456765922,2,2019-07-23
223411322456765924,2,2019-07-23
223411322456765926,2,2019-07-23
223411322456765928,2,2019-07-23
223411322456765930,2,2019-07-23
223411322456765931,2,2019-07-23
223411322456765932,2,2019-07-23
223411322456765934,2,2019-07-23
223411322456765935,2,2019-07-23
223411322456765936,2,2019-07-23
223411322456765937,2,2019-07-23
223411322456765938,2,2019-07-23
223411322456765939,2,2019-07-23
223411322456765941,2,2019-07-23
223411322456765943,2,2019-07-23
223411322456765944,1,2019-07-16
223411322456765947,1,2019-07-16
223411322456765948,1,2019-07-16
223411322456765949,1,2019-07-16
223411322456765950,1,2019-07-16
223411322456765951,1,2019-07-16
223411322456765952,1,2019-07-16
223411322456765953,1,2019-07-16
223411322456765955,1,2019-07-16
223411322456765956,1,2019-07-16
223411322456765957,1,2019-07-16
223411322456765958,1,2019-07-16
223411322456765959,1,2019-07-16
223411322456765960,1,2019-07-16
223411322456765961,1,2019-07-16
223411322456765962,1,2019-07-16
223411322456765963,1,2019-07-16
223411322456765964,1,2019-07-16
223411322456765965,1,2019-07-16
223411322456765966,1,2019-07-16
223411322456765967,1,2019-07-16
223411322456765970,1,2019-07-16
223411322456765972,1,2019-07-16
223411322456765973,1,2019-07-16
223411322456765974,1,2019-07-16
223411322456765976,1,2019-07-16
223411322456765977,1,2019-07-16
223411322456765978,1,2019-07-16
223411322456765980,1,2019-07-16
223411322456765983,1,2019-07-16
223411322456765984,1,2019-07-16
223411322456765985,1,2019-07-16
223411322456765986,1,2019-07-16
223411322456765987,1,2019-07-16
223411322456765988,1,2019-07-16
223411322456765989,1,2019-07-16
223411322456765990,1,2019-07-16
223411322456765991,1,2019-07-16
223411322456765992,1,2019-07-16
223411322456765993,1,2019-07-16
223411322456765994,1,2019-07-16
223411322456765997,1,2019-07-16
223411322456765998,1,2019-07-16
223411322456766001,1,2019-07-16
223411322456766002,1,2019-07-16
223411322456766003,1,2019-07-16
223411322456766004,1,2019-07-16
223411322456766005,1,2019-07-16
223411322456766006,1,2019-07-16
223411322456766007,1,2019-07-16
223411322456766008,1,2019-07-16
223411322456766009,1,2019-07-16
223411322456766010,1,2019-07-16
223411322456766012,1,2019-07-16
223411322456766013,1,2019-07-16
223411322456766014,6,2019-08-22
223411322456766016,6,2019-08-22
223411322456766017,6,2019-08-22
223411322456766018,6,2019-08-22
223411322456766019,6,2019-08-22
223411322456766020,6,2019-08-22
223411322456766021,6,2019-08-22
223411322456766022,6,2019-08-22
223411322456766023,5,2019-08-15
223411322456766024,5,2019-08-15
223411322456766025,5,2019-08-15
223411322456766026,5,2019-08-15
223411322456766027,5,2019-08-15
223411322456766028,5,2019-08-15
223411322456766029,5,2019-08-15
223411322456766030,4,2019-08-08
223411322456766031,4,2019-08-08
223411322456766033,4,2019-08-08
223411322456766034,4,2019-08-08
223411322456766035,4,2019-08-08
223411322456766036,4,2019-08-08
223411322456766038,4,2019-08-08
223411322456766039,4,2019-08-08
223411322456766040,4,2019-08-08
223411322456766041,4,2019-08-08
223411322456766042,4,2019-08-08
223411322456766043,4,2019-08-08
223411322456766045,4,2019-08-08
223411322456766046,4,2019-08-08
223411322456766047,4,2019-08-08
223411322456766048,4,2019-08-08
223411322456766049,4,2019-08-08
223411322456766050,4,2019-08-08
223411322456766051,4,2019-08-08
223411322456766052,3,2019-08-08
223411322456766053,2,2019-07-25
223411322456766054,2,2019-07-25
223411322456766056,2,2019-07-25
223411322456766058,2,2019-07-25
223411322456766059,2,2019-07-25
223411322456766061,2,2019-07-25
223411322456766062,2,2019-07-25
223411322456766063,2,2019-07-25
223411322456766064,2,2019-07-25
223411322456766065,2,2019-07-25
223411322456766066,2,2019-07-25
223411322456766067,2,2019-07-25
223411322456766068,2,2019-07-25
223411322456766069,2,2019-07-25
223411322456766071,2,2019-07-25
223411322456766072,2,2019-07-25
223411322456766077,2,2019-07-25
223411322456766079,2,2019-07-25
223411322456766080,2,2019-07-25
223411322456766081,2,2019-07-25
223411322456766082,2,2019-07-25
223411322456766083,2,2019-07-25
223411322456766084,2,2019-07-25
223411322456766086,2,2019-07-25
223411322456766087,2,2019-07-25
223411322456766089,2,2019-07-25
223411322456766090,2,2019-07-25
223411322456766091,2,2019-07-25
223411322456766093,2,2019-07-25
223411322456766095,2,2019-07-25
223411322456766096,2,2019-07-25
223411322456766097,2,2019-07-25
223411322456766098,2,2019-07-25
223411322456766099,2,2019-07-25
223411322456766100,2,2019-07-25
223411322456766102,2,2019-07-25
223411322456766103,2,2019-07-25
223411322456766106,2,2019-07-25
223411322456766107,2,2019-07-25
223411322456766110,2,2019-07-25
223411322456766111,2,2019-07-25
223411322456766112,2,2019-07-25
223411322456766113,2,2019-07-25
223411322456766114,2,2019-07-25
223411322456766115,2,2019-07-25
223411322456766116,2,2019-07-25
223411322456766117,1,2019-07-18
223411322456766118,1,2019-07-18
223411322456766119,1,2019-07-18
223411322456766120,1,2019-07-18
223411322456766121,1,2019-07-18
223411322456766124,1,2019-07-18
223411322456766126,1,2019-07-18
223411322456766127,1,2019-07-18
223411322456766128,1,2019-07-18
223411322456766129,1,2019-07-18
223411322456766130,1,2019-07-18
223411322456766131,1,2019-07-18
223411322456766132,1,2019-07-18
223411322456766133,1,2019-07-18
223411322456766135,1,2019-07-18
223411322456766136,1,2019-07-18
223411322456766138,1,2019-07-18
223411322456766139,1,2019-07-18
223411322456766141,1,2019-07-18
223411322456766144,1,2019-07-18
223411322456766145,1,2019-07-18
223411322456766146,1,2019-07-18
223411322456766147,1,2019-07-18
223411322456766148,1,2019-07-18
223411322456766149,1,2019-07-18
223411322456766150,1,2019-07-18
223411322456766151,1,2019-07-18
223411322456766152,1,2019-07-18
223411322456766153,1,2019-07-18
223411322456766154,1,2019-07-18
223411322456766155,1,2019-07-18
223411322456766156,1,2019-07-18
223411322456766157,1,2019-07-18
223411322456766158,1,2019-07-18
223411322456766159,1,2019-07-18
223411322456766161,1,2019-07-18
223411322456766162,1,2019-07-18
223411322456766165,1,2019-07-18
223411322456766166,1,2019-07-18
223411322456766167,1,2019-07-18
223411322456766169,1,2019-07-18
223411322456766172,1,2019-07-18
223411322456766173,1,2019-07-18
223411322456766174,1,2019-07-18
223411322456766175,1,2019-07-18
223411322456766177,1,2019-07-18
223411322456766178,1,2019-07-18
223411322456766179,1,2019-07-18
223411322456766180,1,2019-07-18
223411322456766182,1,2019-07-18
223411322456766183,1,2019-07-18
223411322456766184,1,2019-07-18
223411322456766185,1,2019-07-18
223411322456766186,1,2019-07-18
223411322456766187,1,2019-07-18
223411322456766189,1,2019-07-18
223411322456766190,1,2019-07-18
223411322456766191,1,2019-07-18
223411322456766192,1,2019-07-18
223411322456766193,1,2019-07-18
223411322456766194,1,2019-07-18
223411322456766195,1,2019-07-18
223411322456766197,1,2019-07-18
223411322456766198,1,2019-07-18
223411322456766199,1,2019-07-18
223411322456766200,1,2019-07-18
223411322456766201,1,2019-07-18
223411322456766202,1,2019-07-18
223411322456766204,1,2019-07-18
223411322456766205,1,2019-07-18
223411322456766207,1,2019-07-18
223411322456766209,1,2019-07-18
223411322456766210,1,2019-07-18
223411322456766211,1,2019-07-18
223411322456766212,1,2019-07-18
223411322456766215,1,2019-07-18
223411322456766216,1,2019-07-18
223411322456766217,1,2019-07-18
223411322456766218,1,2019-07-18
223411322456766220,1,2019-07-18
223411322456766221,1,2019-07-18
223411322456766222,1,2019-07-18
223411322456766223,1,2019-07-18
223411322456766224,1,2019-07-18
223411322456766225,1,2019-07-18
223411322456766227,1,2019-07-18
223411322456766228,1,2019-07-18
223411322456766230,1,2019-07-18
223411322456766233,1,2019-07-18
223411322456766234,1,2019-07-18
223411322456766235,1,2019-07-18
223411322456766236,1,2019-07-18
223411322456766237,1,2019-07-18
223411322456766239,1,2019-07-18
223411322456766240,1,2019-07-18
223411322456766241,1,2019-07-18
223411322456766242,1,2019-07-18
223411322456766244,1,2019-07-18
223411322456766245,1,2019-07-18
223411322456766246,1,2019-07-18
223411322456766247,1,2019-07-18
223411322456766248,1,2019-07-18
223411322456766249,1,2019-07-18
223411322456766254,1,2019-07-18
223411322456766255,1,2019-07-18
223411322456766256,1,2019-07-18
223411322456766257,1,2019-07-18
223411322456766258,1,2019-07-18
223411322456766259,1,2019-07-18
223411322456766260,1,2019-07-18
223411322456766262,1,2019-07-18
223411322456766263,1,2019-07-18
223411322456766264,1,2019-07-18
223411322456766265,1,2019-07-18
223411322456766266,1,2019-07-18
223411322456766268,1,2019-07-18
223411322456766269,1,2019-07-18
223411322456766270,1,2019-07-18
223411322456766272,1,2019-07-18
223411322456766273,1,2019-07-18
223411322456766274,1,2019-07-18
223411322456766276,1,2019-07-18
223411322456766277,1,2019-07-18
223411322456766278,1,2019-07-18
223411322456766279,1,2019-07-18
223411322456766281,1,2019-07-18
223411322456766282,1,2019-07-18
223411322456766283,1,2019-07-18
223411322456766284,1,2019-07-18
223411322456766287,1,2019-07-18
223411322456766289,1,2019-07-18
223411322456766291,1,2019-07-18
223411322456766292,1,2019-07-18
223411322456766293,1,2019-07-18
223411322456766296,1,2019-07-18
223411322456766297,1,2019-07-18
223411322456766298,1,2019-07-18
223411322456766299,1,2019-07-18
223411322456766300,1,2019-07-18
223411322456766301,1,2019-07-18
223411322456766302,1,2019-07-18
223411322456766303,1,2019-07-18
223411322456766304,1,2019-07-18
223411322456766305,1,2019-07-18
223411322456766306,1,2019-07-18
223411322456766307,1,2019-07-18
223411322456766309,1,2019-07-18
223411322456766310,1,2019-07-18
223411322456766311,1,2019-07-18
223411322456766312,1,2019-07-18
223411322456766313,1,2019-07-18
223411322456766315,1,2019-07-18
223411322456766316,1,2019-07-18
223411322456766317,1,2019-07-18
223411322456766320,1,2019-07-18
223411322456766321,1,2019-07-18
223411322456766322,1,2019-07-18
223411322456766323,1,2019-07-18
223411322456766325,1,2019-07-18
223411322456766326,1,2019-07-18
223411322456766327,1,2019-07-18
223411322456766328,1,2019-07-18
223411322456766329,1,2019-07-18
223411322456766330,1,2019-07-18
223411322456766331,1,2019-07-18
223411322456766332,1,2019-07-18
223411322456766334,1,2019-07-18
223411322456766336,1,2019-07-18
223411322456766337,1,2019-07-18
223411322456766340,1,2019-07-18
223411322456766341,1,2019-07-18
223411322456766342,1,2019-07-18
223411322456766343,1,2019-07-18
223411322456766344,1,2019-07-18
223411322456766345,1,2019-07-18
223411322456766346,1,2019-07-18
223411322456766347,1,2019-07-18
223411322456766348,1,2019-07-18
223411322456766349,1,2019-07-18
223411322456766350,1,2019-07-18
223411322456766351,1,2019-07-18
223411322456766352,1,2019-07-18
223411322456766354,1,2019-07-18
223411322456766355,1,2019-07-18
223411322456766356,1,2019-07-18
223411322456766357,1,2019-07-18
223411322456766358,1,2019-07-18
223411322456766359,1,2019-07-18
223411322456766360,1,2019-07-18
223411322456766362,1,2019-07-18
223411322456766363,1,2019-07-18
223411322456766365,1,2019-07-18
223411322456766367,1,2019-07-18
223411322456766368,1,2019-07-18
223411322456766370,1,2019-07-18
223411322456766371,1,2019-07-18
223411322456766373,1,2019-07-18
223411322456766374,1,2019-07-18
223411322456766375,1,2019-07-18
223411322456766377,1,2019-07-18
223411322456766378,5,2019-08-16
223411322456766379,5,2019-08-16
223411322456766380,5,2019-08-16
223411322456766381,5,2019-08-16
223411322456766383,5,2019-08-16
223411322456766384,4,2019-08-09
223411322456766385,4,2019-08-09
223411322456766386,4,2019-08-09
223411322456766387,4,2019-08-09
223411322456766389,4,2019-08-09
223411322456766390,4,2019-08-09
223411322456766391,3,2019-08-02
223411322456766392,3,2019-08-02
223411322456766395,3,2019-08-02
223411322456766396,3,2019-08-02
223411322456766398,3,2019-08-02
223411322456766399,3,2019-08-02
223411322456766400,3,2019-08-02
223411322456766401,3,2019-08-02
223411322456766402,3,2019-08-02
223411322456766405,3,2019-08-02
223411322456766406,3,2019-08-02
223411322456766407,2,2019-07-26
223411322456766408,2,2019-07-26
223411322456766409,2,2019-07-26
223411322456766411,2,2019-07-26
223411322456766413,2,2019-07-26
223411322456766416,2,2019-07-26
223411322456766419,2,2019-07-26
223411322456766420,2,2019-07-26
223411322456766421,2,2019-07-26
223411322456766422,2,2019-07-26
223411322456766424,2,2019-07-26
223411322456766425,2,2019-07-26
223411322456766427,2,2019-07-26
223411322456766428,2,2019-07-26
223411322456766429,2,2019-07-26
223411322456766431,2,2019-07-26
223411322456766435,2,2019-07-26
223411322456766436,2,2019-07-26
223411322456766437,2,2019-07-26
223411322456766438,2,2019-07-26
223411322456766439,2,2019-07-26
223411322456766440,2,2019-07-26
223411322456766441,1,2019-07-19
223411322456766442,1,2019-07-19
223411322456766443,1,2019-07-19
223411322456766444,1,2019-07-19
223411322456766445,1,2019-07-19
223411322456766446,1,2019-07-19
223411322456766447,1,2019-07-19
223411322456766448,1,2019-07-19
223411322456766449,1,2019-07-19
223411322456766451,1,2019-07-19
223411322456766452,1,2019-07-19
223411322456766454,1,2019-07-19
223411322456766455,1,2019-07-19
223411322456766457,1,2019-07-19
223411322456766459,1,2019-07-19
223411322456766460,1,2019-07-19
223411322456766461,1,2019-07-19
223411322456766462,1,2019-07-19
223411322456766465,1,2019-07-19
223411322456766466,1,2019-07-19
223411322456766467,1,2019-07-19
223411322456766469,1,2019-07-19
223411322456766470,1,2019-07-19
223411322456766471,1,2019-07-19
223411322456766473,1,2019-07-19
223411322456766474,1,2019-07-19
223411322456766475,1,2019-07-19
223411322456766476,1,2019-07-19
223411322456766477,1,2019-07-19
223411322456766478,1,2019-07-19
223411322456766479,1,2019-07-19
223411322456766481,1,2019-07-19
223411322456766482,1,2019-07-19
223411322456766483,1,2019-07-19
223411322456766484,1,2019-07-19
223411322456766485,1,2019-07-19
223411322456766487,1,2019-07-19
223411322456766488,1,2019-07-19
223411322456766489,1,2019-07-19
223411322456766490,1,2019-07-19
223411322456766491,1,2019-07-19
223411322456766492,1,2019-07-19
223411322456766493,1,2019-07-19
223411322456766495,1,2019-07-19
223411322456766496,1,2019-07-19
223411322456766497,1,2019-07-19
223411322456766498,1,2019-07-19
223411322456766499,1,2019-07-19
223411322456766500,1,2019-07-19
223411322456766501,1,2019-07-19
223411322456766503,1,2019-07-19
223411322456766504,1,2019-07-19
223411322456766505,1,2019-07-19
223411322456766506,1,2019-07-19
223411322456766507,1,2019-07-19
223411322456766508,1,2019-07-19
223411322456766509,1,2019-07-19
223411322456766510,1,2019-07-19
223411322456766511,1,2019-07-19
223411322456766512,1,2019-07-19
223411322456766513,1,2019-07-19
223411322456766514,1,2019-07-19
223411322456766516,1,2019-07-19
223411322456766518,1,2019-07-19
223411322456766519,1,2019-07-19
223411322456766520,1,2019-07-19
223411322456766524,1,2019-07-19
223411322456766526,1,2019-07-19
223411322456766527,1,2019-07-19
223411322456766528,1,2019-07-19
223411322456766529,1,2019-07-19
223411322456766530,1,2019-07-19
223411322456766533,1,2019-07-19
223411322456766534,1,2019-07-19
223411322456766535,1,2019-07-19
223411322456766536,1,2019-07-19
223411322456766537,1,2019-07-19
223411322456766538,1,2019-07-19
223411322456766539,1,2019-07-19
223411322456766540,1,2019-07-19
223411322456766541,1,2019-07-19
223411322456766542,1,2019-07-19
223411322456766543,1,2019-07-19
223411322456766544,1,2019-07-19
223411322456766547,1,2019-07-19
223411322456766548,1,2019-07-19
223411322456766549,1,2019-07-19
223411322456766550,1,2019-07-19
223411322456766551,1,2019-07-19
223411322456766552,1,2019-07-19
223411322456766553,1,2019-07-19
223411322456766554,1,2019-07-19
223411322456766555,1,2019-07-19
223411322456766556,1,2019-07-19
223411322456766557,1,2019-07-19
223411322456766558,1,2019-07-19
223411322456766559,6,2019-08-24
223411322456766560,6,2019-08-24
223411322456766561,6,2019-08-24
223411322456766562,6,2019-08-24
223411322456766564,6,2019-08-24
223411322456766565,6,2019-08-24
223411322456766566,6,2019-08-24
223411322456766569,6,2019-08-24
223411322456766571,6,2019-08-24
223411322456766572,6,2019-08-24
223411322456766573,6,2019-08-24
223411322456766574,5,2019-08-17
223411322456766576,5,2019-08-17
223411322456766577,5,2019-08-17
223411322456766579,5,2019-08-17
223411322456766581,5,2019-08-17
223411322456766582,5,2019-08-17
223411322456766583,5,2019-08-17
223411322456766584,5,2019-08-17
223411322456766585,5,2019-08-17
223411322456766586,5,2019-08-17
223411322456766587,5,2019-08-17
223411322456766588,5,2019-08-17
223411322456766589,5,2019-08-17
223411322456766590,5,2019-08-17
223411322456766591,5,2019-08-17
223411322456766592,5,2019-08-17
223411322456766593,5,2019-08-17
223411322456766596,5,2019-08-17
223411322456766600,5,2019-08-17
223411322456766601,5,2019-08-17
223411322456766602,5,2019-08-17
223411322456766603,5,2019-08-17
223411322456766605,5,2019-08-17
223411322456766607,5,2019-08-17
223411322456766608,5,2019-08-17
223411322456766611,4,2019-08-10
223411322456766613,4,2019-08-10
223411322456766614,4,2019-08-10
223411322456766616,4,2019-08-10
223411322456766617,4,2019-08-10
223411322456766618,4,2019-08-10
223411322456766619,4,2019-08-10
223411322456766620,4,2019-08-10
223411322456766621,4,2019-08-10
