Event Date,App Apple ID,Subscription Name,Standard Subscription Duration,Promotional Offer Name,Promotional Offer ID,Subscription Offer Type,Subscription Offer Duration,Marketing Opt-In Duration,Customer Currency,Proceeds Currency,Device,Country,Subscriber ID,Subscriber ID Reset,Refund,Purchase Date,Units
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,CAD,CAD,iPhone,CA,223411322456765488,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,TRY,TRY,iPhone,TR,223411322456765489,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,CAD,CAD,iPhone,CA,223411322456765490,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,AUD,AUD,iPhone,AU,223411322456765491,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765492,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765495,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,EUR,EUR,iPhone,MT,223411322456765496,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765497,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765498,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765499,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765500,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,KW,223411322456765502,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765503,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,EUR,EUR,iPhone,DE,223411322456765504,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,MYR,MYR,iPhone,MY,223411322456765505,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,RUB,RUB,iPhone,RU,223411322456765506,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,JO,223411322456765507,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765508,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,BRL,BRL,iPhone,BR,223411322456765510,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,JPY,JPY,iPhone,JP,223411322456765511,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,NGN,NGN,iPhone,NG,223411322456765512,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,PKR,PKR,iPhone,PK,223411322456765513,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,SEK,SEK,iPhone,SE,223411322456765514,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,EUR,EUR,iPhone,IT,223411322456765515,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765516,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,AED,AED,iPhone,AE,223411322456765517,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765518,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,PKR,PKR,iPhone,PK,223411322456765519,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,UG,223411322456765520,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,GBP,GBP,iPhone,GB,223411322456765523,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,MYR,MYR,iPhone,MY,223411322456765524,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,VND,VND,iPhone,VN,223411322456765525,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,THB,THB,iPhone,TH,223411322456765526,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,GBP,GBP,iPhone,GB,223411322456765528,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456765532,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765533,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,GBP,GBP,iPhone,GB,223411322456765537,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,BRL,BRL,iPhone,BR,223411322456765539,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,QAR,QAR,iPhone,QA,223411322456765540,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,MYR,MYR,iPhone,MY,223411322456765541,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765542,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765543,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765545,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,MXN,MXN,iPhone,MX,223411322456765546,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,EUR,EUR,iPhone,BE,223411322456765547,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,VND,VND,iPhone,VN,223411322456765548,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,KH,223411322456765549,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456765550,Yes,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,MXN,MXN,iPhone,MX,223411322456765551,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,GBP,GBP,iPhone,GB,223411322456765552,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,CR,223411322456765553,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,EUR,EUR,iPhone,ES,223411322456765554,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765555,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,TRY,TRY,iPhone,TR,223411322456765556,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,RUB,RUB,iPhone,RU,223411322456765557,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,AUD,AUD,iPhone,AU,223411322456765558,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,TZS,TZS,iPhone,TZ,223411322456765559,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765560,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,NGN,NGN,iPhone,NG,223411322456765562,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765563,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,AED,AED,iPhone,AE,223411322456765564,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765565,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,AUD,AUD,iPhone,AU,223411322456765566,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765567,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765568,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,HKD,HKD,iPhone,HK,223411322456765570,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,GBP,GBP,iPhone,GB,223411322456765571,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,SAR,SAR,iPhone,SA,223411322456765572,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765573,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,EUR,EUR,iPhone,BE,223411322456765576,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,BRL,BRL,iPhone,BR,223411322456765577,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,SAR,SAR,iPhone,SA,223411322456765579,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765580,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,BRL,BRL,iPhone,BR,223411322456765581,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,PKR,PKR,iPhone,PK,223411322456765582,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,AED,AED,iPhone,AE,223411322456765584,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,AED,AED,iPhone,AE,223411322456765585,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,CAD,CAD,iPhone,CA,223411322456765586,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,CAD,CAD,iPhone,CA,223411322456765589,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,RUB,RUB,iPhone,RU,223411322456765592,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,CAD,CAD,iPhone,CA,223411322456765593,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,KH,223411322456765594,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,SAR,SAR,iPhone,SA,223411322456765595,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765601,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,KH,223411322456765602,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765605,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765606,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,KW,223411322456765607,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,GBP,GBP,iPhone,GB,223411322456765608,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,CAD,CAD,iPhone,CA,223411322456765610,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,NGN,NGN,iPhone,NG,223411322456765611,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765612,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,BW,223411322456765614,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,GBP,GBP,iPhone,GB,223411322456765618,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,JO,223411322456765619,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765620,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765622,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,AUD,AUD,iPhone,AU,223411322456765623,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765625,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765628,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765629,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765631,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765632,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,BRL,BRL,iPhone,BR,223411322456765633,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765636,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,US,223411322456765637,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,USD,USD,iPhone,KH,223411322456765643,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,NGN,NGN,iPhone,NG,223411322456765645,NULL,NULL,NULL,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,TRY,TRY,iPhone,TR,223411322456765648,NULL,NULL,NULL,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,AED,AED,iPhone,AE,223411322456765827,NULL,NULL,NULL,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,JPY,JPY,iPhone,JP,223411322456765829,NULL,NULL,NULL,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,TRY,TRY,iPhone,TR,223411322456765832,NULL,NULL,NULL,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,IDR,IDR,iPhone,ID,223411322456765833,NULL,NULL,NULL,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,RUB,RUB,iPhone,RU,223411322456765834,NULL,NULL,NULL,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765835,NULL,NULL,NULL,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,NGN,NGN,iPhone,NG,223411322456765836,NULL,NULL,NULL,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765838,NULL,NULL,NULL,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,NULL,NULL,Free Trial,7 Days,NULL,INR,INR,iPhone,IN,223411322456765842,NULL,NULL,NULL,1
