Event Date,App Apple ID,Subscription Name,Standard Subscription Duration,Promotional Offer Name,Promotional Offer ID,Subscription Offer Type,Subscription Offer Duration,Marketing Opt-In Duration,Customer Currency,Proceeds Currency,Device,Country,Subscriber ID,Subscriber ID Reset,Refund,Purchase Date,Units
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,MXN,MXN,iPhone,MX,223411322456765551,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,GBP,GBP,iPhone,GB,223411322456765552,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,CR,223411322456765553,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,EUR,EUR,iPhone,ES,223411322456765554,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765555,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,TRY,TRY,iPhone,TR,223411322456765556,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,RUB,RUB,iPhone,RU,223411322456765557,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,AUD,AUD,iPhone,AU,223411322456765558,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,TZS,TZS,iPhone,TZ,223411322456765559,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765560,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,NGN,NGN,iPhone,NG,223411322456765562,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765563,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,AED,AED,iPhone,AE,223411322456765564,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765565,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,AUD,AUD,iPhone,AU,223411322456765566,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765567,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765568,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,HKD,HKD,iPhone,HK,223411322456765570,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,GBP,GBP,iPhone,GB,223411322456765571,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,SAR,SAR,iPhone,SA,223411322456765572,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765573,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,EUR,EUR,iPhone,BE,223411322456765576,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,BRL,BRL,iPhone,BR,223411322456765577,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,SAR,SAR,iPhone,SA,223411322456765579,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765580,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,BRL,BRL,iPhone,BR,223411322456765581,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,PKR,PKR,iPhone,PK,223411322456765582,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,AED,AED,iPhone,AE,223411322456765584,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,AED,AED,iPhone,AE,223411322456765585,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,CAD,CAD,iPhone,CA,223411322456765586,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,CAD,CAD,iPhone,CA,223411322456765589,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,RUB,RUB,iPhone,RU,223411322456765592,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,CAD,CAD,iPhone,CA,223411322456765593,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,KH,223411322456765594,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,SAR,SAR,iPhone,SA,223411322456765595,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765601,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,KH,223411322456765602,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765605,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765606,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,KW,223411322456765607,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,GBP,GBP,iPhone,GB,223411322456765608,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,CAD,CAD,iPhone,CA,223411322456765610,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,NGN,NGN,iPhone,NG,223411322456765611,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765612,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,BW,223411322456765614,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,GBP,GBP,iPhone,GB,223411322456765618,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,JO,223411322456765619,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765620,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765622,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,AUD,AUD,iPhone,AU,223411322456765623,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765625,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765628,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765629,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765631,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765632,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,BRL,BRL,iPhone,BR,223411322456765633,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765636,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765637,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,KH,223411322456765643,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,NGN,NGN,iPhone,NG,223411322456765645,,,,1
2019-07-15,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,TRY,TRY,iPhone,TR,223411322456765648,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,AED,AED,iPhone,AE,223411322456765827,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,JPY,JPY,iPhone,JP,223411322456765829,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,TRY,TRY,iPhone,TR,223411322456765832,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,IDR,IDR,iPhone,ID,223411322456765833,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,RUB,RUB,iPhone,RU,223411322456765834,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765835,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,NGN,NGN,iPhone,NG,223411322456765836,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765838,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765842,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765843,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,KW,223411322456765844,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765848,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,VND,VND,iPhone,VN,223411322456765850,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,GBP,GBP,iPhone,GB,223411322456765851,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,GBP,GBP,iPhone,GB,223411322456765855,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,EUR,EUR,iPhone,IE,223411322456765856,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,VND,VND,iPhone,VN,223411322456765858,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,SAR,SAR,iPhone,SA,223411322456765859,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,AR,223411322456765860,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,JO,223411322456765862,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,CAD,CAD,iPhone,CA,223411322456765863,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,MYR,MYR,iPhone,MY,223411322456765864,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,GBP,GBP,iPhone,GB,223411322456765867,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765868,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765869,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765870,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765871,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765872,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,CAD,CAD,iPhone,CA,223411322456765875,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765876,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,AR,223411322456765878,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,GBP,GBP,iPhone,GB,223411322456765879,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765880,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,EUR,EUR,iPhone,PT,223411322456765882,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,PLN,PLN,iPhone,PL,223411322456765884,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765886,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,KW,223411322456765887,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765888,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,MYR,MYR,iPhone,MY,223411322456765889,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,EUR,EUR,iPhone,NL,223411322456765890,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,AED,AED,iPhone,AE,223411322456765891,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765892,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,HKD,HKD,iPhone,HK,223411322456765893,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,RUB,RUB,iPhone,RU,223411322456765896,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765897,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,INR,INR,iPhone,IN,223411322456765898,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,USD,USD,iPhone,US,223411322456765899,,,,1
2019-07-16,1,weekly 9.99 + 7D trial,7 Days,,,Free Trial,7 Days,,PKR,PKR,iPhone,PK,223411322456765904,,,,1
